"alpha0","beta"
24.6184738955823,-0.579919678714859
26.706827309237,-1.21686746987952
26.2248995983936,-0.0682730923694779
22.5301204819277,-0.391967871485944
25.5823293172691,-1.43614457831325
23.9759036144578,-0.454618473895582
26.0642570281125,-1.38393574297189
24.4578313253012,-0.903614457831325
23.6546184738956,-0.934939759036144
22.6907630522088,-0.00562248995983916
24.9397590361446,-0.71566265060241
22.0481927710843,-0.861847389558233
26.706827309237,-0.68433734939759
25.1004016064257,-1.56144578313253
24.9397590361446,-0.569477911646586
25.2610441767068,-0.746987951807229
24.2971887550201,-1.55100401606426
25.421686746988,-1.09156626506024
22.3694779116466,0.0674698795180726
25.7429718875502,-1.14377510040161
25.1004016064257,-1.60321285140562
23.8152610441767,-0.214457831325301
22.3694779116466,-1.47791164658635
24.2971887550201,-1.66586345381526
24.2971887550201,-1.59277108433735
23.3333333333333,-0.423293172690763
24.2971887550201,-1.19598393574297
22.85140562249,-0.736546184738956
24.6184738955823,-1.1855421686747
23.0120481927711,-0.861847389558233
24.4578313253012,-0.976706827309237
27.6706827309237,-1.5718875502008
25.1004016064257,-0.663453815261044
24.136546184739,-0.485943775100401
24.7791164658635,-1.28995983935743
25.9036144578313,-0.893172690763052
23.1726907630522,-0.256224899598393
24.4578313253012,-1.51967871485944
25.1004016064257,-0.381526104417671
21.7269076305221,-0.099598393574297
24.4578313253012,-0.726104417670683
22.3694779116466,-1.00803212851406
23.9759036144578,-0.287550200803213
23.6546184738956,-0.0265060240963855
21.8875502008032,-0.0369477911646585
23.4939759036145,-1.62409638554217
26.3855421686747,-0.423293172690763
23.1726907630522,-0.861847389558233
24.2971887550201,-1.41526104417671
22.3694779116466,-1.03935742971888
24.136546184739,-1.44658634538153
20.7630522088353,-0.141365461847389
23.4939759036145,-1.22730923694779
23.9759036144578,-0.663453815261044
25.5823293172691,-1.08112449799197
23.8152610441767,-0.506827309236948
24.4578313253012,-0.235341365461847
24.9397590361446,-1.13333333333333
24.4578313253012,-1.23775100401606
24.9397590361446,-0.955823293172691
24.7791164658635,-1.82248995983936
26.2248995983936,-1.27951807228916
24.2971887550201,-0.966265060240964
24.2971887550201,0.036144578313253
25.421686746988,-0.287550200803213
23.3333333333333,-1.69718875502008
24.7791164658635,-0.527710843373494
24.6184738955823,-0.54859437751004
24.2971887550201,-1.4570281124498
24.6184738955823,-1.47791164658635
22.85140562249,-0.934939759036144
23.9759036144578,-0.903614457831325
22.6907630522088,-0.68433734939759
23.0120481927711,-0.130923694779116
25.421686746988,-1.43614457831325
24.2971887550201,-1.55100401606426
23.6546184738956,-0.663453815261044
25.421686746988,-1.32128514056225
21.0843373493976,-0.162248995983936
22.3694779116466,-0.736546184738956
27.9919678714859,-0.757429718875502
25.1004016064257,-1.17510040160643
24.4578313253012,-1.4570281124498
22.85140562249,-0.559036144578313
21.7269076305221,-1.51967871485944
26.2248995983936,-1.44658634538153
26.3855421686747,0.0987951807228917
24.6184738955823,-1.67630522088353
26.0642570281125,-1.78072289156626
23.6546184738956,-0.934939759036144
25.421686746988,-0.642570281124498
24.136546184739,-1.62409638554217
23.3333333333333,-0.569477911646586
24.4578313253012,-1.17510040160643
25.9036144578313,-1.48835341365462
21.2449799196787,0.506024096385542
24.4578313253012,-1.24819277108434
26.5461847389558,-0.893172690763052
22.85140562249,-0.621686746987952
21.7269076305221,-1.4570281124498
26.0642570281125,-0.767871485943775
25.421686746988,-0.454618473895582
